Defense,Offense,Text
Georgia State,Appalachian State,"Jalin Moore run for 3 yds for a TD, (Chandler Staton KICK) GEORGIA ST Penalty, offside defense ( Yards) declined"
Louisiana,Appalachian State,"Taylor Lamb pass complete to Thomas Hennigan for 42 yds for a TD, (Chandler Staton KICK) LOUISIANA Penalty, Defensive offside ( Yards) declined"
Penn State,Appalachian State,"Zac Thomas pass incomplete to Dominique Heath, broken up by Nick Scott APPALACHIAN ST Penalty, illegal formation ( Yards) declined"
South Alabama,Appalachian State,"Zac Thomas pass complete to Corey Sutton for 2 yds for a TD (Chandler Staton KICK) SOUTH ALABAMA Penalty, Defensive offside ( Yards) declined"
Louisiana,Appalachian State,"Zac Thomas pass incomplete to Thomas Hennigan APPALACHIAN ST Penalty, ineligible downfield on pass ( Yards) declined"
Appalachian State,Coastal Carolina,"Fred Payton run for 5 yds to the CCaro 30 COASTL CAROLINA Penalty, Offensive holding ( Yards) declined"
Appalachian State,Coastal Carolina,"Fred Payton pass incomplete to Malcolm Williams, broken up by Clifton Duck COASTL CAROLINA Penalty, illegal block ( Yards) declined"
Coastal Carolina,Appalachian State,"Marcus Williams Jr. run for 1 yd for a TD COASTL CAROLINA Penalty, offside defense ( Yards) declined (Chandler Staton KICK)"
Coastal Carolina,Appalachian State,"Darrynton Evans run for a loss of 1 yard to the AppSt 25 APPALACHIAN ST Penalty, Offensive holding ( Yards) declined"
Appalachian State,Troy,"Sawyer Smith pass intercepted Clifton Duck return for no gain to the 50 yard line TROY Penalty, ineligible downfield on pass ( Yards) declined"
Charlotte,Appalachian State,"Zac Thomas sacked by Alex Highsmith for a loss of 7 yards to the AppSt 26 APPALACHIAN ST Penalty, Offensive holding ( Yards) declined"
Appalachian State,Charlotte,"Chris Reynolds pass incomplete to Victor Tucker CHARLOTTE Penalty, ineligible downfield on pass ( Yards) declined"
Appalachian State,Charlotte,"Chris Reynolds sacked by Akeem Davis-Gaither and Nick Hampton for a loss of 7 yards to the AppSt 42 CHARLOTTE Penalty, Offensive holding ( Yards) declined"
Appalachian State,Charlotte,"Chris Reynolds pass complete to Victor Tucker for 27 yds for a TD APPALACHIAN ST Penalty, Defensive holding ( Yards) declined, (Jonathan Cruz KICK)"
Charlotte,Appalachian State,"Darrynton Evans pass complete to Jackson Gibbs for a loss of 27 yards to the AppSt 0 APPALACHIAN ST Penalty, Offensive holding ( Yards) declined"
Coastal Carolina,Appalachian State,"Zac Thomas pass complete to Corey Sutton for 4 yds to the CCaro 4 for a 1ST down COASTL CAROLINA Penalty,  ( Yards) declined for a 1ST down"
Appalachian State,Coastal Carolina,"Fred Payton run for 1 yd to the CCaro 20 COASTL CAROLINA Penalty, Offensive holding ( Yards) declined"
Coastal Carolina,Appalachian State,"Zac Thomas run for a loss of 1 yard to the AppSt 49 APPALACHIAN ST Penalty, personal foul ( Yards) declined"
Appalachian State,South Alabama,"Tra Minter run for 14 yds to the AppSt 33 for a 1ST down APPALACHIAN ST Penalty, substitution infraction ( Yards) declined for a 1ST down"
Appalachian State,Georgia Southern,"Wesley Kennedy III run for 1 yd to the GeoSo 23 GA SOUTHERN Penalty, Offensive Holding (Peyton Backer) declined"
South Carolina,Appalachian State,"Marcus Williams Jr. run for a loss of 5 yards to the SOCAROLINA 48 APPALACHIAN ST Penalty, Offensive holding ( Yards) declined"
Appalachian State,South Carolina,"Ryan Hilinski pass incomplete to Bryan Edwards SOUTH CAROLINA Penalty, Offensive holding ( Yards) declined"
Louisiana Monroe,Appalachian State,"Zac Thomas pass complete to Thomas Hennigan for 20 yds to the AppSt 40 for a 1ST down UL MONROE Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Appalachian State,Texas State,"Tyler Vitt pass complete to Javen Banks for 75 yds for a TD APPALACHIAN ST Penalty, Defensive offside ( Yards) declined (Seth Keller KICK)"
Appalachian State,Texas State,"Calvin Hill run for 12 yds to the AppSt 19 APPALACHIAN ST Penalty, Defensive offside ( Yards) declined"
Appalachian State,Georgia State,"Cornelious Brown IV pass incomplete to Sam Pinckney, broken up by Shaun Jolly GEORGIA ST Penalty, personal foul ( Yards) declined"
Georgia Southern,Appalachian State,"Zac Thomas pass complete to Jalen Virgil for 33 yds to the GASOUTHERN 38 for a 1ST down GA SOUTHERN Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Elon,Appalachian State,"ELON Penalty, Illegal Substitution ( Yards) declined for a 1ST down"
Elon,Appalachian State,"Chase Brice pass complete to Malik Williams for 6 yds to the APP STATE 44 APPALACHIAN ST Penalty, Offensive Holding (Cooper Hodges) declined"
Appalachian State,Georgia Southern,"Anthony Beck II punt for 57 yds , Malik Williams returns for 14 yds to the AppSt 45 APPALACHIAN ST Penalty, Illegal Block (Milan Tucker) declined"
Arizona State,Weber State,"Billy Green pass complete to Cameron Livingston for 17 yds to the ArzSt 12 for a 1ST down ARIZONA ST Penalty, Defensive Pass Interference declined for a 1ST down"
Arizona State,Weber State,"Cameron Livingston run for a loss of 7 yards to the ArzSt 19 WEBER ST Penalty, Illegal Formation declined"
New Mexico,Arizona State,"NEW MEXICO Penalty, Substitution Infraction ( Yards) declined"
New Mexico,Arizona State,"Alex Garoutte kickoff for 41 yds , Reece White return for 12 yds to the NMex 47 ARIZONA ST Penalty, Illegal Formation ( Yards) declined"
Arizona State,Texas A&M,"Drew Kaser punt for 51 yds , De'Chavon Hayes returns for 4 yds to the ArzSt 20 ARIZONA ST Penalty, Running Into Kicker ( Yards) declined"
Texas A&M,Arizona State,"Mike Bercovici sacked by Daeshon Hall for a loss of 5 yards to the ArzSt 37 ARIZONA ST Penalty, Offensive Holding ( Yards) declined"
Arizona State,Colorado,"Sefo Liufau pass incomplete to Christian Powell COLORADO Penalty, Offensive holding ( Yards) declined"
Arizona State,Washington State,"Zach Charme punt for 42 yds, downed at the WASHST 29 ARIZONA ST Penalty, Offensive offside ( Yards) declined"
Arizona State,Washington State,"Luke Falk pass complete to Jamal Morrow for 12 yds for a TD, (Erik Powell KICK) ARIZONA ST Penalty, Defensive offside ( Yards) declined"
Arizona State,Arizona,"Drew Riggleman punt for 38 yds, punt out-of-bounds at the ARIZONAST 13 ARIZONA ST Penalty, Offensive offside ( Yards) declined"
Arizona State,California,"Jared Goff pass complete to Chad Hansen for 52 yds to the CALIFORNIA 42 for a 1ST down ARIZONA ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,Northern Arizona,"Case Cookus pass complete to Jonathan Baldwin for 12 yds to the ArzSt 1 for a 1ST down ARIZONA ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,Northern Arizona,"Griffin Roehler kickoff for 50 yds NORTHRN ARIZONA Penalty, ball on ASU35, PENALTY offside ( Yards) declined"
Arizona State,Texas Tech,"Patrick Mahomes II pass complete to Derrick Willies for 59 yds for a TD TEXAS TECH Penalty, Offensive offside ( Yards) declined, (Clayton Hatfield KICK)"
Arizona State,California,"Davis Webb pass complete to Vic Enwere for 1 yd to the Cal 22 CALIFORNIA Penalty, Offensive holding ( Yards) declined"
California,Arizona State,"Manny Wilkins pass complete to Ellis Jefferson for 12 yds to the Cal 27 for a 1ST down CALIFORNIA Penalty, Defensive offside ( Yards) declined for a 1ST down"
USC,Arizona State,"Manny Wilkins sacked by Rasheem Green for a loss of 8 yards to the ArzSt 27 ARIZONA ST Penalty, illegal formation ( Yards) declined"
UCLA,Arizona State,"Brady White run for 4 yds to the ArzSt 32 ARIZONA ST Penalty, personal foul ( Yards) declined"
UCLA,Arizona State,"TEAM run for a loss of 5 yards to the UCLA 7 TEAM fumbled, recovered by ArzSt Kalen Ballage  ARIZONA ST Penalty, IS ( Yards) declined"
UCLA,Arizona State,"Brady White pass complete to Tim White for 7 yds to the ArzSt 40 for a 1ST down UCLA Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,Colorado,"Sefo Liufau pass complete to Jay MacIntyre for 26 yds to the ArzSt 20 for a 1ST down ARIZONA ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Oregon,Arizona State,"Dillon Sterling-Cole run for 10 yds to the ArzSt 35 for a 1ST down OREGON Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,Oregon,"Justin Herbert pass complete to Charles Nelson for 31 yds for a TD, (Aidan Schneider KICK) ARIZONA ST Penalty, Defensive offside ( Yards) declined"
Arizona State,Oregon,"Justin Herbert pass complete to Darren Carrington II for 24 yds to the Oregn 45 for a 1ST down ARIZONA ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Oregon,Arizona State,"Dillon Sterling-Cole run for 1 yd for a TD OREGON Penalty, Defensive offside ( Yards) declined, (Zane Gonzalez KICK)"
Arizona State,Washington,"Jake Browning pass complete to John Ross for 11 yds to the ArzSt 7 ARIZONA ST Penalty, Offside Defense ( Yards) declined"
Arizona State,New Mexico State,"Tyler Rogers sacked by JoJo Wicker for a loss of 4 yards to the NMxSt 21 NEW MEXICO ST Penalty, Offensive holding ( Yards) declined"
Arizona State,New Mexico State,"Tyler Rogers pass complete to Jaleel Scott for 34 yds to the NMxSt 49 for a 1ST down ARIZONA ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
San Diego State,Arizona State,"Manny Wilkins run for a loss of 2 yards to the ArzSt 23 ARIZONA ST Penalty, illegal formation ( Yards) declined"
San Diego State,Arizona State,"Manny Wilkins pass complete to Kyle Williams for 29 yds to the ArzSt 47 for a 1ST down SAN DIEGO ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,San Diego State,"Christian Chapman pass complete to Rashaad Penny for 33 yds for a TD, (John Baron II KICK) ARIZONA ST Penalty, roughing the kicker ( Yards) declined"
San Diego State,Arizona State,"Manny Wilkins pass complete to Frank Darby for 53 yds for a TD SAN DIEGO ST Penalty, Defensive pass interference ( Yards) declined, (Two-Point Conversion failed )"
Arizona State,Texas Tech,"Nic Shimonek pass complete to Dylan Cantrell for 35 yds to the ArzSt 11 for a 1ST down ARIZONA ST Penalty, Defensive holding ( Yards) declined for a 1ST down"
Arizona State,Texas Tech,"Nic Shimonek sacked by JoJo Wicker for a loss of 8 yards to the TexTc 20 TEXAS TECH Penalty, Offensive holding ( Yards) declined"
Oregon,Arizona State,"Manny Wilkins run for 9 yds to the Oregn 5 OREGON Penalty, Defensive offside ( Yards) declined"
Arizona State,Oregon,"OREGON Penalty, delay of game ( Yards) declined"
Oregon,Arizona State,"Manny Wilkins sacked by La'Mar Winston Jr. for a loss of 8 yards to the ArzSt 42 ARIZONA ST Penalty, Offensive holding ( Yards) declined"
Oregon,Arizona State,"Manny Wilkins pass complete to N'Keal Harry for 52 yds to the ARIZONAST 11 for a 1ST down OREGON Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Stanford,Arizona State,"Manny Wilkins pass complete to Kyle Williams for 17 yds to the STANFORD 41 for a 1ST down STANFORD Penalty, Defensive offside ( Yards) declined for a 1ST down"
Arizona State,Stanford,"K.J. Costello pass complete to JJ Arcega-Whiteside for 40 yds to the ArzSt 4 for a 1ST down ARIZONA ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Arizona State,Colorado,"Steven Montez pass complete to Shay Fields for 54 yds for a TD, (James Stefanou KICK) ARIZONA ST Penalty, Defensive offside ( Yards) declined"
Arizona,Arizona State,"Manny Wilkins pass complete to N'Keal Harry for 5 yds for a TD ARIZONA Penalty, Defensive pass interference ( Yards) declined, (Brandon Ruiz KICK)"
Arizona State,Arizona,"Brandon Dawkins pass incomplete to Shawn Poindexter, broken up by Kobe Williams ARIZONA Penalty, ineligible downfield on pass ( Yards) declined"
Arizona State,Colorado,"Steven Montez pass complete to Tony Brown for 39 yds to the ArzSt 3 for a 1ST down ARIZONA ST Penalty, offside defense ( Yards) declined for a 1ST down"
Oregon,Arizona State,"Eno Benjamin run for 16 yds to the Oregn 3 for a 1ST down OREGON Penalty, offside defense ( Yards) declined for a 1ST down"
Sacramento State,Arizona State,"Jayden Daniels pass incomplete to Frank Darby ARIZONA ST Penalty, personal foul ( Yards) declined"
Arizona State,Michigan State,"Brian Lewerke pass incomplete to Matt Dotson MICHIGAN ST Penalty, illegal motion ( Yards) declined"
Utah,Arizona State,"Jayden Daniels pass intercepted Tareke Lewis return for 7 yds to the UTAH 43 ARIZONA ST Penalty, Defensive holding ( Yards) declined"
Arizona State,Utah,"Tyler Huntley sacked by Tyler Johnson for a loss of 5 yards to the Utah 18 Tyler Huntley fumbled, recovered by ArzSt Jermayne Lole , return for 0 yards UTAH Penalty, Defensive holding ( Yards) declined"
Arizona State,UCLA,"Dorian Thompson-Robinson pass incomplete to Kyle Philips UCLA Penalty, Offensive pass interference ( Yards) declined"
Arizona State,Oregon State,"Daniel Rodriguez punt for 43 yds, fair catch by Brandon Aiyuk at the OREGONST 20 ARIZONA ST Penalty, roughing the kicker ( Yards) declined"
Oregon State,Arizona State,"Jayden Daniels pass complete to Brandon Aiyuk for 12 yds for a TD Timeout OREGON ST, clock 01:40 (Eno Benjamin intercepted ) ARIZONA ST Penalty, ineligible downfield on pass ( Yards) declined"
Arizona State,Arizona,"J.J. Taylor run for no gain to the ArzSt 8 ARIZONA Penalty, IM ( Yards) declined"
Arizona State,USC,"Markese Stepp run for 1 yd for a TD ARIZONA ST Penalty, Defensive offside ( Yards) declined (Parker Lewis KICK)"
USC,Arizona State,"Michael Turk punt for 43 yds, downed at the USC 12 USC Penalty, Offensive holding ( Yards) declined"
USC,Arizona State,"Geordon Porter run for a loss of 14 yards to the USC 42 ARIZONA ST Penalty,  ( Yards) declined"
Arizona State,USC,"Kedon Slovis pass complete to Bru McCoy for 26 yds for a TD ARIZONA ST Penalty, Defensive offside ( Yards) declined (Chase McGrath KICK)"
Arizona State,UCLA,"Dorian Thompson-Robinson pass complete to Delon Hurt for 9 yds for a TD (Nicholas Barr-Mira KICK) ARIZONA ST Penalty, Defensive offside ( Yards) declined"
Arizona State,Colorado,"COLORADO Penalty, Offensive Holding ( Yards) declined"
Arizona State,Washington,"ARIZONA ST Penalty, Defensive Offside (Jack Jones) declined"
Arizona,UT San Antonio,"Tucker Carter run for no gain to the TexSA 15 TEXASSAN Penalty, Offensive holding ( Yards) declined"
Arizona,UCLA,"Brett Hundley run for 2 yds to the UCLA 11 UCLA Penalty, Offensive Holding (Alex Redmond) declined"
Arizona,Washington,"Cyler Miles pass incomplete to DiAndre Campbell WASHINGTON Penalty, Ineligible Downfield on Pass ( Yards) declined"
USC,Arizona,"Anu Solomon pass incomplete ARIZONA Penalty, Offensive holding ( Yards) declined"
Arizona,Utah,"Troy Williams run for no gain to the Utah 46 UTAH Penalty, Offensive holding ( Yards) declined"
Arizona,Utah,"Troy Williams pass incomplete UTAH Penalty, Offensive holding ( Yards) declined"
Utah,Arizona,"Khalil Tate pass incomplete ARIZONA Penalty, Offensive holding ( Yards) declined"
Arizona,Utah,"Troy Williams pass complete to Tyrone Smith for 3 yds for a TD ARIZONA Penalty, Defensive pass interference ( Yards) declined, (Andy Phillips KICK)"
Arizona,Washington State,"Kyle Sweet punt for 58 yds, downed at the WASHST 5 ARIZONA Penalty, Offensive holding ( Yards) declined"
Washington State,Arizona,"Anu Solomon sacked by Isaac Dotson and Frankie Luvu for a loss of 7 yards to the Ariz 36 ARIZONA Penalty, Offensive holding ( Yards) declined"
USC,Arizona,"Zach Green run for 3 yds for a TD (Khalil Tate pass  to Tony Ellison for Two-Point Conversion) USC Penalty, Defensive offside ( Yards) declined"
Washington,Arizona,"Khalil Tate pass incomplete ARIZONA Penalty, Offensive holding ( Yards) declined"
Arizona,Utah,"Tyler Huntley pass complete to Brant Kuithe for 29 yds to the Ariz 18 for a 1ST down ARIZONA Penalty, Defensive offside ( Yards) declined for a 1ST down"
Washington,Arizona,"Grant Gunnell sacked by Edefuan Ulofoshio for a loss of 11 yards to the Ariz 9 Grant Gunnell fumbled, recovered by Wash Josiah Bronson , return for 0 yards ARIZONA Penalty, Defensive holding ( Yards) declined"
Arizona,BYU,"Jaren Hall pass complete to Neil Pau'u for 6 yds for a TD, (Justen Smith KICK) ARIZONA Penalty, Defensive Offside ( Yards) declined"
Arizona,San Diego State,"SAN DIEGO ST Penalty, Offensive Holding ( Yards) declined"
UCLA,Arizona,"Jordan McCloud pass incomplete to Jamarye Joiner ARIZONA Penalty, Offensive Holding ( Yards) declined"
USC,Arizona,"Jamarye Joiner pass complete to Tayvian Cunningham for 73 yds for a TD USC Penalty, Defensive Pass Interference ( Yards) declined, (Tyler Loop KICK)"
USC,Arizona,"ARIZONA Penalty, Delay Of Game (Stanley Berryhill III) declined"
California,Arizona,"Will Plummer pass complete to Stanley Berryhill III for 12 yds to the Ariz 27 ARIZONA Penalty, Offensive Holding (Josh McCauley) declined"
Tennessee,Arkansas State,"Fredi Knighten pass incomplete to N/A ARKANSAS ST Penalty, ineligible downfield on pass ( Yards) declined"
Tennessee,Arkansas State,"Tres Houston 9 Yd pass from Fredi Knighten (Stephen Hogan PAT failed), (Stephen Hogan failed )  ARKANSAS ST Penalty, Offensive pass interference ( Yards) declined"
Arkansas State,Tennessee,"Justin Worley run for 5 yds for a TD ARKANSAS ST Penalty, offside defense ( Yards) declined, (Aaron Medley KICK)"
Arkansas State,Tennessee,"Justin Worley pass intercepted Money Hunter return for no gain to the ArkSt 48 TENNESSEE Penalty, Defensive holding ( Yards) declined"
